Period,Dimension,Org_Level,Org_Code,Org_Name,Measure,Count_Of,Value
2022-23,ApgarScore5TermGroup7,Provider,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,7 to 10,Babies,4060
2022-23,ApgarScore5TermGroup7,Provider,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,45
2022-23,ApgarScore5TermGroup7,Provider,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,0 to 6,Babies,25
2022-23,ApgarScore5TermGroup7,Provider,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7 to 10,Babies,1930
2022-23,ApgarScore5TermGroup7,Provider,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,295
2022-23,ApgarScore5TermGroup7,Provider,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,0 to 6,Babies,55
2022-23,ApgarScore5TermGroup7,Provider,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,7 to 10,Babies,3350
2022-23,ApgarScore5TermGroup7,Provider,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,35
2022-23,ApgarScore5TermGroup7,Provider,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,0 to 6,Babies,55
2022-23,ApgarScore5TermGroup7,Provider,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,7 to 10,Babies,4810
2022-23,ApgarScore5TermGroup7,Provider,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,400
2022-23,ApgarScore5TermGroup7,Provider,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,0 to 6,Babies,35
2022-23,ApgarScore5TermGroup7,Provider,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7 to 10,Babies,2375
2022-23,ApgarScore5TermGroup7,Provider,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Babies,35
2022-23,ApgarScore5TermGroup7,Provider,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,0 to 6,Babies,65
2022-23,ApgarScore5TermGroup7,Provider,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,7 to 10,Babies,4790
2022-23,ApgarScore5TermGroup7,Provider,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,200
2022-23,ApgarScore5TermGroup7,Provider,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,0 to 6,Babies,80
2022-23,ApgarScore5TermGroup7,Provider,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,7 to 10,Babies,5910
2022-23,ApgarScore5TermGroup7,Provider,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,95
2022-23,ApgarScore5TermGroup7,Provider,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,0 to 6,Babies,30
2022-23,ApgarScore5TermGroup7,Provider,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,7 to 10,Babies,2480
2022-23,ApgarScore5TermGroup7,Provider,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,45
2022-23,ApgarScore5TermGroup7,Provider,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,0 to 6,Babies,60
2022-23,ApgarScore5TermGroup7,Provider,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,7 to 10,Babies,3850
2022-23,ApgarScore5TermGroup7,Provider,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,50
2022-23,ApgarScore5TermGroup7,Provider,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,0 to 6,Babies,90
2022-23,ApgarScore5TermGroup7,Provider,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,7 to 10,Babies,3755
2022-23,ApgarScore5TermGroup7,Provider,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,120
2022-23,ApgarScore5TermGroup7,Provider,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,0 to 6,Babies,20
2022-23,ApgarScore5TermGroup7,Provider,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7 to 10,Babies,3590
2022-23,ApgarScore5TermGroup7,Provider,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Babies,0
2022-23,ApgarScore5TermGroup7,Provider,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,0 to 6,Babies,80
2022-23,ApgarScore5TermGroup7,Provider,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,7 to 10,Babies,5255
2022-23,ApgarScore5TermGroup7,Provider,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,90
2022-23,ApgarScore5TermGroup7,Provider,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,0 to 6,Babies,30
2022-23,ApgarScore5TermGroup7,Provider,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,7 to 10,Babies,3000
2022-23,ApgarScore5TermGroup7,Provider,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Babies,640
2022-23,ApgarScore5TermGroup7,Provider,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,0 to 6,Babies,35
2022-23,ApgarScore5TermGroup7,Provider,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,7 to 10,Babies,6335
2022-23,ApgarScore5TermGroup7,Provider,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Babies,1215
2022-23,ApgarScore5TermGroup7,Provider,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,0 to 6,Babies,95
2022-23,ApgarScore5TermGroup7,Provider,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,7 to 10,Babies,6540
2022-23,ApgarScore5TermGroup7,Provider,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,130
2022-23,BabyFirstFeedBreastMilkStatus,National,National,ALL SUBMITTERS,Maternal or Donor Breast Milk,Babies,336510
2022-23,BabyFirstFeedBreastMilkStatus,National,National,ALL SUBMITTERS,Not Breast Milk,Babies,124960
2022-23,BabyFirstFeedBreastMilkStatus,National,National,ALL SUBMITTERS,Missing value / Value outside reporting parameters,Babies,31585
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,72645
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not Breast Milk,Babies,13120
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing value / Value outside reporting parameters,Babies,8010
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,32210
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Not Breast Milk,Babies,8925
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Missing value / Value outside reporting parameters,Babies,1770
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y59,SOUTH EAST COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,52780
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y59,SOUTH EAST COMMISSIONING REGION,Not Breast Milk,Babies,17530
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y59,SOUTH EAST COMMISSIONING REGION,Missing value / Value outside reporting parameters,Babies,4375
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,60345
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,Not Breast Milk,Babies,25570
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,Missing value / Value outside reporting parameters,Babies,4225
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,39665
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,Not Breast Milk,Babies,13710
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,Missing value / Value outside reporting parameters,Babies,3255
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,34920
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,Not Breast Milk,Babies,20930
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,Missing value / Value outside reporting parameters,Babies,6340
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,44285
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Breast Milk,Babies,25310
2022-23,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Missing value / Value outside reporting parameters,Babies,3645
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,7010
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Not Breast Milk,Babies,3050
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,2850
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1500
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Not Breast Milk,Babies,1445
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,0
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,2790
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Not Breast Milk,Babies,800
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,250
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R1F,ISLE OF WIGHT NHS TRUST,Maternal or Donor Breast Milk,Babies,700
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R1F,ISLE OF WIGHT NHS TRUST,Not Breast Milk,Babies,200
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R1F,ISLE OF WIGHT NHS TRUST,Missing value / Value outside reporting parameters,Babies,35
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R1H,BARTS HEALTH NHS TRUST,Maternal or Donor Breast Milk,Babies,7655
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R1H,BARTS HEALTH NHS TRUST,Not Breast Milk,Babies,1365
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R1H,BARTS HEALTH NHS TRUST,Missing value / Value outside reporting parameters,Babies,1910
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Maternal or Donor Breast Milk,Babies,2625
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Not Breast Milk,Babies,310
2022-23,BabyFirstFeedBreastMilkStatus,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Babies,120
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1770
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Not Breast Milk,Babies,290
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,580
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,915
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Not Breast Milk,Babies,260
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,10
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,2965
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Not Breast Milk,Babies,760
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,95
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1155
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Not Breast Milk,Babies,330
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,330
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,2465
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Not Breast Milk,Babies,1270
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,640
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,6110
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Not Breast Milk,Babies,2745
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,1655
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,4035
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Not Breast Milk,Babies,1400
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,1370
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Maternal or Donor Breast Milk,Babies,2695
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Not Breast Milk,Babies,485
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Babies,0
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,2180
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Not Breast Milk,Babies,755
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,695
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,3285
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Not Breast Milk,Babies,440
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,30
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1115
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Not Breast Milk,Babies,325
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,60
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,Maternal or Donor Breast Milk,Babies,1810
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,Not Breast Milk,Babies,1465
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Babies,100
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1480
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Not Breast Milk,Babies,1225
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,0
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Maternal or Donor Breast Milk,Babies,1705
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Not Breast Milk,Babies,1665
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,0
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1945
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Not Breast Milk,Babies,845
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,45
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,5075
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Not Breast Milk,Babies,1680
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,245
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,2655
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,Not Breast Milk,Babies,1035
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,10
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1190
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Not Breast Milk,Babies,215
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,85
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCF,AIREDALE NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1205
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCF,AIREDALE NHS FOUNDATION TRUST,Not Breast Milk,Babies,515
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCF,AIREDALE NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,10
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Maternal or Donor Breast Milk,Babies,955
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Not Breast Milk,Babies,490
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Missing value / Value outside reporting parameters,Babies,235
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,2975
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Not Breast Milk,Babies,490
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,40
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,2450
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Not Breast Milk,Babies,810
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,10
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,3970
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Not Breast Milk,Babies,1365
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,240
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,4540
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,Not Breast Milk,Babies,1515
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,1505
2022-23,BabyFirstFeedBreastMilkStatus,Provider,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Maternal or Donor Breast Milk,Babies,2685
2022-23,BabyFirstFeedBreastMilkStatus,Provider,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Not Breast Milk,Babies,805
2022-23,BabyFirstFeedBreastMilkStatus,Provider,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,20
2022-23,BabyFirstFeedBreastMilkStatus,Provider,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,4185
2022-23,BabyFirstFeedBreastMilkStatus,Provider,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Not Breast Milk,Babies,2035
2022-23,BabyFirstFeedBreastMilkStatus,Provider,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,380
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Maternal or Donor Breast Milk,Babies,3725
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Not Breast Milk,Babies,2465
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Missing value / Value outside reporting parameters,Babies,300
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1150
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Not Breast Milk,Babies,870
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,60
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Maternal or Donor Breast Milk,Babies,1335
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Not Breast Milk,Babies,890
2022-23,BabyFirstFeedBreastMilkStatus,Provider,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,50
