Period,Dimension,Org_Level,Org_Code,Org_Name,Measure,Count_Of,Value
2020-21,ComplexSocialFactorsInd,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,555
2020-21,ComplexSocialFactorsInd,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,2265
2020-21,ComplexSocialFactorsInd,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,N,Deliveries,1220
2020-21,ComplexSocialFactorsInd,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Y,Deliveries,50
2020-21,ComplexSocialFactorsInd,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,1220
2020-21,ComplexSocialFactorsInd,Provider,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,N,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,Y,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,1210
2020-21,ComplexSocialFactorsInd,Provider,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,5480
2020-21,ComplexSocialFactorsInd,Provider,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,2015
2020-21,ComplexSocialFactorsInd,Provider,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,4250
2020-21,ComplexSocialFactorsInd,Provider,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,N,Deliveries,875
2020-21,ComplexSocialFactorsInd,Provider,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Y,Deliveries,30
2020-21,ComplexSocialFactorsInd,Provider,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,500
2020-21,ComplexSocialFactorsInd,Provider,RCF,AIREDALE NHS FOUNDATION TRUST,N,Deliveries,1740
2020-21,ComplexSocialFactorsInd,Provider,RCF,AIREDALE NHS FOUNDATION TRUST,Y,Deliveries,65
2020-21,ComplexSocialFactorsInd,Provider,RCF,AIREDALE NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,135
2020-21,ComplexSocialFactorsInd,Provider,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",N,Deliveries,1720
2020-21,ComplexSocialFactorsInd,Provider,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Y,Deliveries,240
2020-21,ComplexSocialFactorsInd,Provider,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Missing value / Value outside reporting parameters,Deliveries,15
2020-21,ComplexSocialFactorsInd,Provider,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,N,Deliveries,3740
2020-21,ComplexSocialFactorsInd,Provider,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Y,Deliveries,75
2020-21,ComplexSocialFactorsInd,Provider,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,120
2020-21,ComplexSocialFactorsInd,Provider,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,785
2020-21,ComplexSocialFactorsInd,Provider,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,25
2020-21,ComplexSocialFactorsInd,Provider,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,125
2020-21,ComplexSocialFactorsInd,Provider,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,N,Deliveries,2295
2020-21,ComplexSocialFactorsInd,Provider,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Y,Deliveries,955
2020-21,ComplexSocialFactorsInd,Provider,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,2845
2020-21,ComplexSocialFactorsInd,Provider,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,N,Deliveries,7865
2020-21,ComplexSocialFactorsInd,Provider,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,Y,Deliveries,845
2020-21,ComplexSocialFactorsInd,Provider,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,N,Deliveries,3670
2020-21,ComplexSocialFactorsInd,Provider,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Y,Deliveries,285
2020-21,ComplexSocialFactorsInd,Provider,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,N,Deliveries,3705
2020-21,ComplexSocialFactorsInd,Provider,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Y,Deliveries,3095
2020-21,ComplexSocialFactorsInd,Provider,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",N,Deliveries,5735
2020-21,ComplexSocialFactorsInd,Provider,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Y,Deliveries,1190
2020-21,ComplexSocialFactorsInd,Provider,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,425
2020-21,ComplexSocialFactorsInd,Provider,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,55
2020-21,ComplexSocialFactorsInd,Provider,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,1245
2020-21,ComplexSocialFactorsInd,Provider,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,N,Deliveries,240
2020-21,ComplexSocialFactorsInd,Provider,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Y,Deliveries,2015
2020-21,ComplexSocialFactorsInd,Provider,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,2395
2020-21,ComplexSocialFactorsInd,Provider,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,270
2020-21,ComplexSocialFactorsInd,Provider,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,N,Deliveries,3175
2020-21,ComplexSocialFactorsInd,Provider,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Y,Deliveries,630
2020-21,ComplexSocialFactorsInd,Provider,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,370
2020-21,ComplexSocialFactorsInd,Provider,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,1500
2020-21,ComplexSocialFactorsInd,Provider,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,235
2020-21,ComplexSocialFactorsInd,Provider,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,N,Deliveries,1815
2020-21,ComplexSocialFactorsInd,Provider,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,Y,Deliveries,210
2020-21,ComplexSocialFactorsInd,Provider,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,10
2020-21,ComplexSocialFactorsInd,Provider,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,4480
2020-21,ComplexSocialFactorsInd,Provider,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,75
2020-21,ComplexSocialFactorsInd,Provider,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RH5,SOMERSET NHS FOUNDATION TRUST,N,Deliveries,440
2020-21,ComplexSocialFactorsInd,Provider,RH5,SOMERSET NHS FOUNDATION TRUST,Y,Deliveries,670
2020-21,ComplexSocialFactorsInd,Provider,RH5,SOMERSET NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,N,Deliveries,2905
2020-21,ComplexSocialFactorsInd,Provider,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,Y,Deliveries,170
2020-21,ComplexSocialFactorsInd,Provider,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,130
2020-21,ComplexSocialFactorsInd,Provider,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,N,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Y,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,4130
2020-21,ComplexSocialFactorsInd,Provider,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,4975
2020-21,ComplexSocialFactorsInd,Provider,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,670
2020-21,ComplexSocialFactorsInd,Provider,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,N,Deliveries,10
2020-21,ComplexSocialFactorsInd,Provider,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,Y,Deliveries,5
2020-21,ComplexSocialFactorsInd,Provider,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,Missing value / Value outside reporting parameters,Deliveries,3820
2020-21,ComplexSocialFactorsInd,Provider,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,N,Deliveries,4135
2020-21,ComplexSocialFactorsInd,Provider,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Y,Deliveries,520
2020-21,ComplexSocialFactorsInd,Provider,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,N,Deliveries,4810
2020-21,ComplexSocialFactorsInd,Provider,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Y,Deliveries,485
2020-21,ComplexSocialFactorsInd,Provider,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,5
2020-21,ComplexSocialFactorsInd,Provider,RJ2,LEWISHAM AND GREENWICH NHS TRUST,N,Deliveries,4500
2020-21,ComplexSocialFactorsInd,Provider,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Y,Deliveries,2835
2020-21,ComplexSocialFactorsInd,Provider,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RJ6,CROYDON HEALTH SERVICES NHS TRUST,N,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Y,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,2490
2020-21,ComplexSocialFactorsInd,Provider,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,3900
2020-21,ComplexSocialFactorsInd,Provider,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,485
2020-21,ComplexSocialFactorsInd,Provider,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,N,Deliveries,2205
2020-21,ComplexSocialFactorsInd,Provider,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Y,Deliveries,105
2020-21,ComplexSocialFactorsInd,Provider,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,40
2020-21,ComplexSocialFactorsInd,Provider,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,N,Deliveries,4790
2020-21,ComplexSocialFactorsInd,Provider,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Y,Deliveries,795
2020-21,ComplexSocialFactorsInd,Provider,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,5
2020-21,ComplexSocialFactorsInd,Provider,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,N,Deliveries,3100
2020-21,ComplexSocialFactorsInd,Provider,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Y,Deliveries,465
2020-21,ComplexSocialFactorsInd,Provider,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RJN,EAST CHESHIRE NHS TRUST,N,Deliveries,860
2020-21,ComplexSocialFactorsInd,Provider,RJN,EAST CHESHIRE NHS TRUST,Y,Deliveries,50
2020-21,ComplexSocialFactorsInd,Provider,RJN,EAST CHESHIRE NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,1190
2020-21,ComplexSocialFactorsInd,Provider,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,70
2020-21,ComplexSocialFactorsInd,Provider,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,140
2020-21,ComplexSocialFactorsInd,Provider,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,6820
2020-21,ComplexSocialFactorsInd,Provider,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,605
2020-21,ComplexSocialFactorsInd,Provider,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,10
2020-21,ComplexSocialFactorsInd,Provider,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,2175
2020-21,ComplexSocialFactorsInd,Provider,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,655
2020-21,ComplexSocialFactorsInd,Provider,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,N,Deliveries,2865
2020-21,ComplexSocialFactorsInd,Provider,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Y,Deliveries,405
2020-21,ComplexSocialFactorsInd,Provider,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,N,Deliveries,4705
2020-21,ComplexSocialFactorsInd,Provider,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Y,Deliveries,430
2020-21,ComplexSocialFactorsInd,Provider,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,5
2020-21,ComplexSocialFactorsInd,Provider,RKE,WHITTINGTON HEALTH NHS TRUST,N,Deliveries,925
2020-21,ComplexSocialFactorsInd,Provider,RKE,WHITTINGTON HEALTH NHS TRUST,Y,Deliveries,550
2020-21,ComplexSocialFactorsInd,Provider,RKE,WHITTINGTON HEALTH NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,N,Deliveries,3600
2020-21,ComplexSocialFactorsInd,Provider,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Y,Deliveries,535
2020-21,ComplexSocialFactorsInd,Provider,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,5
2020-21,ComplexSocialFactorsInd,Provider,RLQ,WYE VALLEY NHS TRUST,N,Deliveries,1150
2020-21,ComplexSocialFactorsInd,Provider,RLQ,WYE VALLEY NHS TRUST,Y,Deliveries,125
2020-21,ComplexSocialFactorsInd,Provider,RLQ,WYE VALLEY NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,45
2020-21,ComplexSocialFactorsInd,Provider,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,N,Deliveries,15
2020-21,ComplexSocialFactorsInd,Provider,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Y,Deliveries,5
2020-21,ComplexSocialFactorsInd,Provider,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,1455
2020-21,ComplexSocialFactorsInd,Provider,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,4330
2020-21,ComplexSocialFactorsInd,Provider,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,415
2020-21,ComplexSocialFactorsInd,Provider,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RMC,BOLTON NHS FOUNDATION TRUST,N,Deliveries,4670
2020-21,ComplexSocialFactorsInd,Provider,RMC,BOLTON NHS FOUNDATION TRUST,Y,Deliveries,715
2020-21,ComplexSocialFactorsInd,Provider,RMC,BOLTON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,N,Deliveries,1955
2020-21,ComplexSocialFactorsInd,Provider,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Y,Deliveries,305
2020-21,ComplexSocialFactorsInd,Provider,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,955
2020-21,ComplexSocialFactorsInd,Provider,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,260
2020-21,ComplexSocialFactorsInd,Provider,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,4125
2020-21,ComplexSocialFactorsInd,Provider,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,225
2020-21,ComplexSocialFactorsInd,Provider,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,150
2020-21,ComplexSocialFactorsInd,Provider,RN7,DARTFORD AND GRAVESHAM NHS TRUST,N,Deliveries,3870
2020-21,ComplexSocialFactorsInd,Provider,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Y,Deliveries,340
2020-21,ComplexSocialFactorsInd,Provider,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,N,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Y,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,3655
2020-21,ComplexSocialFactorsInd,Provider,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,N,Deliveries,2420
2020-21,ComplexSocialFactorsInd,Provider,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Y,Deliveries,160
2020-21,ComplexSocialFactorsInd,Provider,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,5
2020-21,ComplexSocialFactorsInd,Provider,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,980
2020-21,ComplexSocialFactorsInd,Provider,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,155
2020-21,ComplexSocialFactorsInd,Provider,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,N,Deliveries,35
2020-21,ComplexSocialFactorsInd,Provider,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Y,Deliveries,1025
2020-21,ComplexSocialFactorsInd,Provider,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RNZ,SALISBURY NHS FOUNDATION TRUST,N,Deliveries,1880
2020-21,ComplexSocialFactorsInd,Provider,RNZ,SALISBURY NHS FOUNDATION TRUST,Y,Deliveries,105
2020-21,ComplexSocialFactorsInd,Provider,RNZ,SALISBURY NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,N,Deliveries,3250
2020-21,ComplexSocialFactorsInd,Provider,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Y,Deliveries,565
2020-21,ComplexSocialFactorsInd,Provider,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,5
2020-21,ComplexSocialFactorsInd,Provider,RPA,MEDWAY NHS FOUNDATION TRUST,N,Deliveries,3510
2020-21,ComplexSocialFactorsInd,Provider,RPA,MEDWAY NHS FOUNDATION TRUST,Y,Deliveries,405
2020-21,ComplexSocialFactorsInd,Provider,RPA,MEDWAY NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,N,Deliveries,4865
2020-21,ComplexSocialFactorsInd,Provider,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Y,Deliveries,845
2020-21,ComplexSocialFactorsInd,Provider,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,5
2020-21,ComplexSocialFactorsInd,Provider,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,5235
2020-21,ComplexSocialFactorsInd,Provider,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,825
2020-21,ComplexSocialFactorsInd,Provider,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2020-21,ComplexSocialFactorsInd,Provider,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,N,Deliveries,2485
2020-21,ComplexSocialFactorsInd,Provider,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Y,Deliveries,220
2020-21,ComplexSocialFactorsInd,Provider,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,260
2020-21,ComplexSocialFactorsInd,Provider,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,N,Deliveries,4880
2020-21,ComplexSocialFactorsInd,Provider,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Y,Deliveries,465
