Period,Dimension,Org_Level,Org_Code,Org_Name,Measure,Count_Of,Value
2021-22,BirthweightTermGroup2500,Provider,RN7,DARTFORD AND GRAVESHAM NHS TRUST,2500g and over,Babies,2020
2021-22,BirthweightTermGroup2500,Provider,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Missing value / Value outside reporting parameters,Babies,2770
2021-22,BirthweightTermGroup2500,Provider,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Under 2500g,Babies,95
2021-22,BirthweightTermGroup2500,Provider,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2500g and over,Babies,3395
2021-22,BirthweightTermGroup2500,Provider,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,305
2021-22,BirthweightTermGroup2500,Provider,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Under 2500g,Babies,50
2021-22,BirthweightTermGroup2500,Provider,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,2500g and over,Babies,2280
2021-22,BirthweightTermGroup2500,Provider,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,170
2021-22,BirthweightTermGroup2500,Provider,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Under 2500g,Babies,65
2021-22,BirthweightTermGroup2500,Provider,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2500g and over,Babies,2920
2021-22,BirthweightTermGroup2500,Provider,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,250
2021-22,BirthweightTermGroup2500,Provider,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Under 2500g,Babies,85
2021-22,BirthweightTermGroup2500,Provider,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,2500g and over,Babies,3845
2021-22,BirthweightTermGroup2500,Provider,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Babies,320
2021-22,BirthweightTermGroup2500,Provider,RNZ,SALISBURY NHS FOUNDATION TRUST,Under 2500g,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RNZ,SALISBURY NHS FOUNDATION TRUST,2500g and over,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RNZ,SALISBURY NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,2165
2021-22,BirthweightTermGroup2500,Provider,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,3285
2021-22,BirthweightTermGroup2500,Provider,RPA,MEDWAY NHS FOUNDATION TRUST,Under 2500g,Babies,65
2021-22,BirthweightTermGroup2500,Provider,RPA,MEDWAY NHS FOUNDATION TRUST,2500g and over,Babies,1815
2021-22,BirthweightTermGroup2500,Provider,RPA,MEDWAY NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,2720
2021-22,BirthweightTermGroup2500,Provider,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Under 2500g,Babies,255
2021-22,BirthweightTermGroup2500,Provider,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,2500g and over,Babies,6850
2021-22,BirthweightTermGroup2500,Provider,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,725
2021-22,BirthweightTermGroup2500,Provider,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Under 2500g,Babies,255
2021-22,BirthweightTermGroup2500,Provider,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2500g and over,Babies,8005
2021-22,BirthweightTermGroup2500,Provider,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,655
2021-22,BirthweightTermGroup2500,Provider,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Under 2500g,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2500g and over,Babies,5
2021-22,BirthweightTermGroup2500,Provider,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Babies,3170
2021-22,BirthweightTermGroup2500,Provider,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Under 2500g,Babies,130
2021-22,BirthweightTermGroup2500,Provider,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2500g and over,Babies,4765
2021-22,BirthweightTermGroup2500,Provider,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,655
2021-22,BirthweightTermGroup2500,Provider,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Under 2500g,Babies,55
2021-22,BirthweightTermGroup2500,Provider,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,2500g and over,Babies,1590
2021-22,BirthweightTermGroup2500,Provider,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,155
2021-22,BirthweightTermGroup2500,Provider,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Under 2500g,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,2500g and over,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,8445
2021-22,BirthweightTermGroup2500,Provider,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Under 2500g,Babies,25
2021-22,BirthweightTermGroup2500,Provider,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",2500g and over,Babies,1005
2021-22,BirthweightTermGroup2500,Provider,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Missing value / Value outside reporting parameters,Babies,1365
2021-22,BirthweightTermGroup2500,Provider,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Under 2500g,Babies,260
2021-22,BirthweightTermGroup2500,Provider,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2500g and over,Babies,8070
2021-22,BirthweightTermGroup2500,Provider,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,805
2021-22,BirthweightTermGroup2500,Provider,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,170
2021-22,BirthweightTermGroup2500,Provider,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,4145
2021-22,BirthweightTermGroup2500,Provider,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,405
2021-22,BirthweightTermGroup2500,Provider,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,5
2021-22,BirthweightTermGroup2500,Provider,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,6070
2021-22,BirthweightTermGroup2500,Provider,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,115
2021-22,BirthweightTermGroup2500,Provider,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,5290
2021-22,BirthweightTermGroup2500,Provider,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,450
2021-22,BirthweightTermGroup2500,Provider,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Under 2500g,Babies,65
2021-22,BirthweightTermGroup2500,Provider,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2500g and over,Babies,2800
2021-22,BirthweightTermGroup2500,Provider,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,225
2021-22,BirthweightTermGroup2500,Provider,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Under 2500g,Babies,165
2021-22,BirthweightTermGroup2500,Provider,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2500g and over,Babies,7205
2021-22,BirthweightTermGroup2500,Provider,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,655
2021-22,BirthweightTermGroup2500,Provider,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,5
2021-22,BirthweightTermGroup2500,Provider,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,7395
2021-22,BirthweightTermGroup2500,Provider,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,90
2021-22,BirthweightTermGroup2500,Provider,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,2835
2021-22,BirthweightTermGroup2500,Provider,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,305
2021-22,BirthweightTermGroup2500,Provider,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Under 2500g,Babies,85
2021-22,BirthweightTermGroup2500,Provider,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,2500g and over,Babies,4175
2021-22,BirthweightTermGroup2500,Provider,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Babies,390
2021-22,BirthweightTermGroup2500,Provider,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,4740
2021-22,BirthweightTermGroup2500,Provider,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Under 2500g,Babies,30
2021-22,BirthweightTermGroup2500,Provider,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2500g and over,Babies,1245
2021-22,BirthweightTermGroup2500,Provider,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,1515
2021-22,BirthweightTermGroup2500,Provider,RVJ,NORTH BRISTOL NHS TRUST,Under 2500g,Babies,100
2021-22,BirthweightTermGroup2500,Provider,RVJ,NORTH BRISTOL NHS TRUST,2500g and over,Babies,4135
2021-22,BirthweightTermGroup2500,Provider,RVJ,NORTH BRISTOL NHS TRUST,Missing value / Value outside reporting parameters,Babies,1430
2021-22,BirthweightTermGroup2500,Provider,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Under 2500g,Babies,65
2021-22,BirthweightTermGroup2500,Provider,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2500g and over,Babies,3270
2021-22,BirthweightTermGroup2500,Provider,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,425
2021-22,BirthweightTermGroup2500,Provider,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Under 2500g,Babies,90
2021-22,BirthweightTermGroup2500,Provider,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2500g and over,Babies,3635
2021-22,BirthweightTermGroup2500,Provider,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,2520
2021-22,BirthweightTermGroup2500,Provider,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Under 2500g,Babies,70
2021-22,BirthweightTermGroup2500,Provider,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2500g and over,Babies,2190
2021-22,BirthweightTermGroup2500,Provider,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,200
2021-22,BirthweightTermGroup2500,Provider,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Under 2500g,Babies,20
2021-22,BirthweightTermGroup2500,Provider,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,2500g and over,Babies,870
2021-22,BirthweightTermGroup2500,Provider,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Babies,1365
2021-22,BirthweightTermGroup2500,Provider,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Under 2500g,Babies,125
2021-22,BirthweightTermGroup2500,Provider,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,2500g and over,Babies,4280
2021-22,BirthweightTermGroup2500,Provider,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,415
2021-22,BirthweightTermGroup2500,Provider,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Under 2500g,Babies,115
2021-22,BirthweightTermGroup2500,Provider,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,2500g and over,Babies,4075
2021-22,BirthweightTermGroup2500,Provider,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,385
2021-22,BirthweightTermGroup2500,Provider,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Under 2500g,Babies,270
2021-22,BirthweightTermGroup2500,Provider,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2500g and over,Babies,6845
2021-22,BirthweightTermGroup2500,Provider,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Missing value / Value outside reporting parameters,Babies,2195
2021-22,BirthweightTermGroup2500,Provider,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Under 2500g,Babies,75
2021-22,BirthweightTermGroup2500,Provider,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2500g and over,Babies,3940
2021-22,BirthweightTermGroup2500,Provider,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Missing value / Value outside reporting parameters,Babies,1795
2021-22,BirthweightTermGroup2500,Provider,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Under 2500g,Babies,90
2021-22,BirthweightTermGroup2500,Provider,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,2500g and over,Babies,3720
2021-22,BirthweightTermGroup2500,Provider,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,290
2021-22,BirthweightTermGroup2500,Provider,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Under 2500g,Babies,125
2021-22,BirthweightTermGroup2500,Provider,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2500g and over,Babies,4765
2021-22,BirthweightTermGroup2500,Provider,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Missing value / Value outside reporting parameters,Babies,395
2021-22,BirthweightTermGroup2500,Provider,RWJ,STOCKPORT NHS FOUNDATION TRUST,Under 2500g,Babies,45
2021-22,BirthweightTermGroup2500,Provider,RWJ,STOCKPORT NHS FOUNDATION TRUST,2500g and over,Babies,2485
2021-22,BirthweightTermGroup2500,Provider,RWJ,STOCKPORT NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,920
2021-22,BirthweightTermGroup2500,Provider,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Under 2500g,Babies,80
2021-22,BirthweightTermGroup2500,Provider,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2500g and over,Babies,3930
2021-22,BirthweightTermGroup2500,Provider,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,570
2021-22,BirthweightTermGroup2500,Provider,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,50
2021-22,BirthweightTermGroup2500,Provider,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,2080
2021-22,BirthweightTermGroup2500,Provider,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,360
2021-22,BirthweightTermGroup2500,Provider,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Under 2500g,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2500g and over,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,4000
2021-22,BirthweightTermGroup2500,Provider,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Under 2500g,Babies,205
2021-22,BirthweightTermGroup2500,Provider,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2500g and over,Babies,6360
2021-22,BirthweightTermGroup2500,Provider,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,815
2021-22,BirthweightTermGroup2500,Provider,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Under 2500g,Babies,25
2021-22,BirthweightTermGroup2500,Provider,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2500g and over,Babies,785
2021-22,BirthweightTermGroup2500,Provider,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Babies,1870
2021-22,BirthweightTermGroup2500,Provider,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Under 2500g,Babies,165
2021-22,BirthweightTermGroup2500,Provider,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2500g and over,Babies,4975
2021-22,BirthweightTermGroup2500,Provider,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,415
2021-22,BirthweightTermGroup2500,Provider,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Under 2500g,Babies,195
2021-22,BirthweightTermGroup2500,Provider,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2500g and over,Babies,4400
2021-22,BirthweightTermGroup2500,Provider,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,375
2021-22,BirthweightTermGroup2500,Provider,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,55
2021-22,BirthweightTermGroup2500,Provider,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,1825
2021-22,BirthweightTermGroup2500,Provider,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,715
2021-22,BirthweightTermGroup2500,Provider,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Under 2500g,Babies,115
2021-22,BirthweightTermGroup2500,Provider,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2500g and over,Babies,3560
2021-22,BirthweightTermGroup2500,Provider,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,435
2021-22,BirthweightTermGroup2500,Provider,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Under 2500g,Babies,70
2021-22,BirthweightTermGroup2500,Provider,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2500g and over,Babies,2900
2021-22,BirthweightTermGroup2500,Provider,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,235
2021-22,BirthweightTermGroup2500,Provider,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Under 2500g,Babies,90
2021-22,BirthweightTermGroup2500,Provider,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,2500g and over,Babies,3445
2021-22,BirthweightTermGroup2500,Provider,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Babies,235
2021-22,BirthweightTermGroup2500,Provider,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Under 2500g,Babies,60
2021-22,BirthweightTermGroup2500,Provider,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2500g and over,Babies,1460
2021-22,BirthweightTermGroup2500,Provider,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Missing value / Value outside reporting parameters,Babies,4115
2021-22,BirthweightTermGroup2500,Provider,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Under 2500g,Babies,50
2021-22,BirthweightTermGroup2500,Provider,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2500g and over,Babies,2375
2021-22,BirthweightTermGroup2500,Provider,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Babies,1775
2021-22,BirthweightTermGroup2500,Provider,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Under 2500g,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2500g and over,Babies,0
2021-22,BirthweightTermGroup2500,Provider,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Babies,8275
2021-22,BirthweightTermGroup2500,Provider,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Under 2500g,Babies,50
2021-22,BirthweightTermGroup2500,Provider,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,2500g and over,Babies,3135
2021-22,BirthweightTermGroup2500,Provider,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Babies,4550
2021-22,ComplexSocialFactorsInd,National,National,ALL SUBMITTERS,N,Deliveries,418660
2021-22,ComplexSocialFactorsInd,National,National,ALL SUBMITTERS,Y,Deliveries,64285
2021-22,ComplexSocialFactorsInd,National,National,ALL SUBMITTERS,Missing value / Value outside reporting parameters,Deliveries,63155
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y56,LONDON COMMISSIONING REGION,N,Deliveries,74945
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Y,Deliveries,13295
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,17555
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,N,Deliveries,43425
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Y,Deliveries,4180
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,1295
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y59,SOUTH EAST COMMISSIONING REGION,N,Deliveries,63875
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y59,SOUTH EAST COMMISSIONING REGION,Y,Deliveries,5775
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y59,SOUTH EAST COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,11750
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,N,Deliveries,78575
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,Y,Deliveries,12850
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,6545
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,N,Deliveries,49500
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,Y,Deliveries,6345
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,6780
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,N,Deliveries,47915
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,Y,Deliveries,12145
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,10470
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,N,Deliveries,60425
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Y,Deliveries,9695
2021-22,ComplexSocialFactorsInd,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,8760
2021-22,ComplexSocialFactorsInd,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,N,Deliveries,11025
2021-22,ComplexSocialFactorsInd,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Y,Deliveries,6370
2021-22,ComplexSocialFactorsInd,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,ComplexSocialFactorsInd,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,N,Deliveries,3595
2021-22,ComplexSocialFactorsInd,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Y,Deliveries,195
2021-22,ComplexSocialFactorsInd,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,185
2021-22,ComplexSocialFactorsInd,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,N,Deliveries,4105
2021-22,ComplexSocialFactorsInd,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Y,Deliveries,75
