period,dimension,org_level,org_code,org_name,measure1,count_of,value
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y59,South East,Not Breast Milk,babies,9915
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y60,Midlands,Maternal or Donor Breast Milk,babies,41875
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y60,Midlands,Missing Value / Value outside reporting parameters,babies,11200
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y60,Midlands,Not Breast Milk,babies,20015
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y61,East of England,Maternal or Donor Breast Milk,babies,27480
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y61,East of England,Missing Value / Value outside reporting parameters,babies,4615
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y61,East of England,Not Breast Milk,babies,7615
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y62,North West,Maternal or Donor Breast Milk,babies,16895
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y62,North West,Missing Value / Value outside reporting parameters,babies,10835
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y62,North West,Not Breast Milk,babies,12545
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y63,North East and Yorkshire,Maternal or Donor Breast Milk,babies,34880
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y63,North East and Yorkshire,Missing Value / Value outside reporting parameters,babies,11865
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,REGION,Y63,North East and Yorkshire,Not Breast Milk,babies,18300
2019-20,FOLICACIDSTATUSGROUPBOOKING,ALL SUBMITTERS,ALL,ALL SUBMITTERS,Before Pregnancy,deliveries,67815
2019-20,FOLICACIDSTATUSGROUPBOOKING,ALL SUBMITTERS,ALL,ALL SUBMITTERS,Declined To Respond,deliveries,14630
2019-20,FOLICACIDSTATUSGROUPBOOKING,ALL SUBMITTERS,ALL,ALL SUBMITTERS,Missing Value / Value outside reporting parameters,deliveries,57440
2019-20,FOLICACIDSTATUSGROUPBOOKING,ALL SUBMITTERS,ALL,ALL SUBMITTERS,Not Taking Supplement,deliveries,26700
2019-20,FOLICACIDSTATUSGROUPBOOKING,ALL SUBMITTERS,ALL,ALL SUBMITTERS,Start Of Pregnancy,deliveries,181050
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R0B,South Tyneside and Sunderland FT,Before Pregnancy,deliveries,425
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R0B,South Tyneside and Sunderland FT,Missing Value / Value outside reporting parameters,deliveries,550
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R0B,South Tyneside and Sunderland FT,Not Taking Supplement,deliveries,265
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R0B,South Tyneside and Sunderland FT,Start Of Pregnancy,deliveries,1360
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1F,Isle of Wight NHS Trust,Before Pregnancy,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1F,Isle of Wight NHS Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1F,Isle of Wight NHS Trust,Missing Value / Value outside reporting parameters,deliveries,65
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1F,Isle of Wight NHS Trust,Not Taking Supplement,deliveries,520
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1F,Isle of Wight NHS Trust,Start Of Pregnancy,deliveries,125
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1H,Barts Health NHS Trust,Before Pregnancy,deliveries,560
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1H,Barts Health NHS Trust,Declined To Respond,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1H,Barts Health NHS Trust,Missing Value / Value outside reporting parameters,deliveries,8665
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1H,Barts Health NHS Trust,Not Taking Supplement,deliveries,120
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1H,Barts Health NHS Trust,Start Of Pregnancy,deliveries,1745
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1K,London North West University Healthcare NHS Trust,Before Pregnancy,deliveries,535
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1K,London North West University Healthcare NHS Trust,Declined To Respond,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1K,London North West University Healthcare NHS Trust,Missing Value / Value outside reporting parameters,deliveries,25
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1K,London North West University Healthcare NHS Trust,Not Taking Supplement,deliveries,470
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,R1K,London North West University Healthcare NHS Trust,Start Of Pregnancy,deliveries,2510
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,Before Pregnancy,deliveries,180
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,Declined To Respond,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,850
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,70
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,785
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA4,Yeovil District Hospital NHS Foundation Trust,Before Pregnancy,deliveries,360
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA4,Yeovil District Hospital NHS Foundation Trust,Declined To Respond,deliveries,60
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA4,Yeovil District Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA4,Yeovil District Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,110
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA4,Yeovil District Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,745
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,Before Pregnancy,deliveries,445
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,Declined To Respond,deliveries,45
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,Not Taking Supplement,deliveries,130
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,Start Of Pregnancy,deliveries,965
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,815
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Declined To Respond,deliveries,30
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,145
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,820
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,2835
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,Before Pregnancy,deliveries,340
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,1695
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,Not Taking Supplement,deliveries,65
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,Start Of Pregnancy,deliveries,735
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAL,Royal Free London NHS Foundation Trust,Before Pregnancy,deliveries,485
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAL,Royal Free London NHS Foundation Trust,Declined To Respond,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAL,Royal Free London NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAL,Royal Free London NHS Foundation Trust,Not Taking Supplement,deliveries,35
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAL,Royal Free London NHS Foundation Trust,Start Of Pregnancy,deliveries,555
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAS,The Hillingdon Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,480
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAS,The Hillingdon Hospitals NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAS,The Hillingdon Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,35
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAS,The Hillingdon Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,295
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAS,The Hillingdon Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,2365
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAX,Kingston Hospital NHS Foundation Trust,Before Pregnancy,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAX,Kingston Hospital NHS Foundation Trust,Declined To Respond,deliveries,525
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAX,Kingston Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RAX,Kingston Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBD,Dorset County Hospital NHS Foundation Trust,Before Pregnancy,deliveries,170
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBD,Dorset County Hospital NHS Foundation Trust,Declined To Respond,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBD,Dorset County Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBD,Dorset County Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,65
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBD,Dorset County Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,1005
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBK,Walsall Healthcare NHS Trust,Before Pregnancy,deliveries,285
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBK,Walsall Healthcare NHS Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBK,Walsall Healthcare NHS Trust,Missing Value / Value outside reporting parameters,deliveries,185
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBK,Walsall Healthcare NHS Trust,Not Taking Supplement,deliveries,375
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBK,Walsall Healthcare NHS Trust,Start Of Pregnancy,deliveries,1510
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Before Pregnancy,deliveries,765
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,635
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,65
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,1620
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,125
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,100
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBZ,Northern Devon Healthcare NHS Trust,Before Pregnancy,deliveries,295
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBZ,Northern Devon Healthcare NHS Trust,Declined To Respond,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBZ,Northern Devon Healthcare NHS Trust,Missing Value / Value outside reporting parameters,deliveries,55
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBZ,Northern Devon Healthcare NHS Trust,Not Taking Supplement,deliveries,50
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RBZ,Northern Devon Healthcare NHS Trust,Start Of Pregnancy,deliveries,730
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC1,Bedford Hospital NHS Trust,Before Pregnancy,deliveries,40
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC1,Bedford Hospital NHS Trust,Declined To Respond,deliveries,1645
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC1,Bedford Hospital NHS Trust,Missing Value / Value outside reporting parameters,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC1,Bedford Hospital NHS Trust,Not Taking Supplement,deliveries,335
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC1,Bedford Hospital NHS Trust,Start Of Pregnancy,deliveries,175
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC9,Bedfordshire Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,750
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC9,Bedfordshire Hospitals NHS Foundation Trust,Declined To Respond,deliveries,40
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC9,Bedfordshire Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC9,Bedfordshire Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,185
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RC9,Bedfordshire Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,2945
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCB,York Teaching Hospital NHS Foundation Trust,Before Pregnancy,deliveries,430
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCB,York Teaching Hospital NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCB,York Teaching Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCB,York Teaching Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,165
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCB,York Teaching Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,580
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCD,Harrogate and District NHS Foundation Trust,Before Pregnancy,deliveries,255
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCD,Harrogate and District NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCD,Harrogate and District NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,245
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCD,Harrogate and District NHS Foundation Trust,Not Taking Supplement,deliveries,60
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCD,Harrogate and District NHS Foundation Trust,Start Of Pregnancy,deliveries,805
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCF,Airedale NHS Foundation Trust,Before Pregnancy,deliveries,225
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCF,Airedale NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCF,Airedale NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,885
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCF,Airedale NHS Foundation Trust,Not Taking Supplement,deliveries,60
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCF,Airedale NHS Foundation Trust,Start Of Pregnancy,deliveries,380
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCX,"The Queen Elizabeth Hospital, Kings Lynn  NHS Foundation Trust",Before Pregnancy,deliveries,130
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCX,"The Queen Elizabeth Hospital, Kings Lynn  NHS Foundation Trust",Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCX,"The Queen Elizabeth Hospital, Kings Lynn  NHS Foundation Trust",Missing Value / Value outside reporting parameters,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCX,"The Queen Elizabeth Hospital, Kings Lynn  NHS Foundation Trust",Not Taking Supplement,deliveries,250
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RCX,"The Queen Elizabeth Hospital, Kings Lynn  NHS Foundation Trust",Start Of Pregnancy,deliveries,1185
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD1,Royal United Hospitals Bath NHS Foundation Trust,Before Pregnancy,deliveries,1220
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD1,Royal United Hospitals Bath NHS Foundation Trust,Declined To Respond,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD1,Royal United Hospitals Bath NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,400
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD1,Royal United Hospitals Bath NHS Foundation Trust,Not Taking Supplement,deliveries,55
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD1,Royal United Hospitals Bath NHS Foundation Trust,Start Of Pregnancy,deliveries,1525
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD3,Poole Hospital NHS Foundation Trust,Before Pregnancy,deliveries,915
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD3,Poole Hospital NHS Foundation Trust,Declined To Respond,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD3,Poole Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,505
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD3,Poole Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,245
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD3,Poole Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,1545
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD8,Milton Keynes University Hospital NHS Foundation Trust,Before Pregnancy,deliveries,140
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD8,Milton Keynes University Hospital NHS Foundation Trust,Declined To Respond,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD8,Milton Keynes University Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,35
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD8,Milton Keynes University Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RD8,Milton Keynes University Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,315
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDE,East Suffolk and North Essex NHS Foundation Trust,Before Pregnancy,deliveries,835
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDE,East Suffolk and North Essex NHS Foundation Trust,Declined To Respond,deliveries,75
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDE,East Suffolk and North Essex NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDE,East Suffolk and North Essex NHS Foundation Trust,Not Taking Supplement,deliveries,475
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDE,East Suffolk and North Essex NHS Foundation Trust,Start Of Pregnancy,deliveries,2350
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDU,Frimley Health NHS Foundation Trust,Before Pregnancy,deliveries,2210
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDU,Frimley Health NHS Foundation Trust,Declined To Respond,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDU,Frimley Health NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,280
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDU,Frimley Health NHS Foundation Trust,Not Taking Supplement,deliveries,680
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDU,Frimley Health NHS Foundation Trust,Start Of Pregnancy,deliveries,3985
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Before Pregnancy,deliveries,65
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Declined To Respond,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,40
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Not Taking Supplement,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Start Of Pregnancy,deliveries,115
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REF,Royal Cornwall Hospitals NHS Trust,Before Pregnancy,deliveries,1060
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REF,Royal Cornwall Hospitals NHS Trust,Declined To Respond,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REF,Royal Cornwall Hospitals NHS Trust,Missing Value / Value outside reporting parameters,deliveries,20
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REF,Royal Cornwall Hospitals NHS Trust,Not Taking Supplement,deliveries,260
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REF,Royal Cornwall Hospitals NHS Trust,Start Of Pregnancy,deliveries,1985
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REP,Liverpool Womens NHS Foundation Trust,Before Pregnancy,deliveries,1340
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REP,Liverpool Womens NHS Foundation Trust,Declined To Respond,deliveries,235
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REP,Liverpool Womens NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,25
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REP,Liverpool Womens NHS Foundation Trust,Not Taking Supplement,deliveries,745
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,REP,Liverpool Womens NHS Foundation Trust,Start Of Pregnancy,deliveries,3615
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Before Pregnancy,deliveries,1110
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Declined To Respond,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Missing Value / Value outside reporting parameters,deliveries,95
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Not Taking Supplement,deliveries,555
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Start Of Pregnancy,deliveries,3550
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFF,Barnsley Hospital NHS Foundation Trust,Before Pregnancy,deliveries,155
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFF,Barnsley Hospital NHS Foundation Trust,Declined To Respond,deliveries,90
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFF,Barnsley Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,55
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFF,Barnsley Hospital NHS Foundation Trust,Not Taking Supplement,deliveries,70
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFF,Barnsley Hospital NHS Foundation Trust,Start Of Pregnancy,deliveries,2135
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFR,The Rotherham NHS Foundation Trust,Before Pregnancy,deliveries,10
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFR,The Rotherham NHS Foundation Trust,Declined To Respond,deliveries,15
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFR,The Rotherham NHS Foundation Trust,Missing Value / Value outside reporting parameters,deliveries,40
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFR,The Rotherham NHS Foundation Trust,Not Taking Supplement,deliveries,5
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFR,The Rotherham NHS Foundation Trust,Start Of Pregnancy,deliveries,1285
2019-20,FOLICACIDSTATUSGROUPBOOKING,PROVIDER,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Before Pregnancy,deliveries,535
